title,genre
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,miscellaneous adventure general 3d compilation thirdperson
Age of Empires III: The Asian Dynasties,strategy realtime historic historic command
Mortal Kombat: Deadly Alliance,action fighting 3d
MLB 2006,sports traditional baseball sim
Defense Grid: The Awakening,strategy realtime general general defense
Battle Chef Brigade,action beatemup 2d
"Codename: Panzers, Phase One",strategy realtime historic general historic
Affordable Space Adventures,scrolling action shooter shootemup vertical
Prince of Persia,action adventure fantasy general fantasy
Dragon Quest VII: Fragments of the Forgotten Past,roleplaying japanesestyle
Hand of Fate 2,miscellaneous board  card game
Darksiders: Warmastered Edition,action adventure openworld
FIFA 16,sports team soccer sim
3D After Burner II,action shooter scrolling shootemup vertical
Europa Universalis IV: Conquest of Paradise,strategy realtime historic general historic
NFL Street,sports traditional football arcade
Ghost Master,strategy realtime fantasy general fantasy
Tom Clancy's Ghost Recon: Island Thunder,action shooter firstperson tactical modern
Def Jam Vendetta,action fighting wrestling
Divine Divinity,roleplaying action rpg action rpg
F1 2002,driving racing formula one
Mega Man Battle Network 2,roleplaying action rpg
Breath of Fire II,roleplaying consolestyle rpg
Dave Mirra Freestyle BMX 2,sports alternative biking
Knockout Kings 2001,sports traditional boxing
The Book of Unwritten Tales 2,adventure general pointandclick
Sid Meier's Civilization Revolution,strategy turnbased historic general historic
Donkey Kong Jungle Beat,action platformer 2d
Dungeon Defenders,roleplaying action rpg action rpg
Ultimate Marvel vs. Capcom 3,action fighting fighting 2d 2d
Mario Power Tennis,sports traditional tennis
The Legend of Heroes: Trails of Cold Steel II,roleplaying japanesestyle
Buzz! Quiz World,miscellaneous trivia  game show trivia  game show
Plants vs Zombies: Garden Warfare 2,action shooter thirdperson tactical
Shantae: Half-Genie Hero,action platformer platformer 2d 2d
Madden NFL 25,sports traditional team football arcade arcade sim
Pac-Man 256,action general arcade
Disgaea 5: Alliance of Vengeance,fantasy strategy turnbased tactics
Lovers in a Dangerous Spacetime,action platformer platformer shooter 2d 2d shootemup horizontal
Age of Conan: Hyborian Adventures,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Company of Heroes 2: The Western Front Armies,strategy realtime general historic
Darksiders: Warmastered Edition,action adventure openworld
Sid Meier's Civilization V: Gods & Kings,strategy turnbased historic historic 4x
Dragon Quest IV: Chapters of the Chosen,roleplaying consolestyle rpg consolestyle rpg japanesestyle
The Elder Scrolls: Legends,miscellaneous board  card game
Watch Dogs,modern action adventure general modern openworld
Age of Empires III: The WarChiefs,strategy realtime historic historic command
Ace Combat 6: Fires of Liberation,action simulation flight flight combat
LEGO Marvel Super Heroes,action adventure fantasy general fantasy
LEGO Dimensions,action adventure general
Bully: Scholarship Edition,action adventure modern modern openworld
Endless Space 2,strategy turnbased 4x
Pokemon Black Version 2,roleplaying consolestyle rpg consolestyle rpg trainer
Tom Clancy's Ghost Recon 2,action shooter firstperson tactical modern
Soul Reaver 2,action adventure horror
Rocket Riot,action general general
The Chronicles of Riddick: Assault on Dark Athena,action shooter shooter firstperson scifi scifi arcade
Leap of Fate,action general
Metal Gear Solid V: Ground Zeroes,action adventure general modern openworld
Trials Fusion,driving racing arcade motorcycle automobile street street
Syberia II,adventure 3d fantasy thirdperson fantasy
Shenmue II,action adventure modern
Tiger Woods PGA Tour 2002,sports traditional golf sim
Ecks vs. Sever,action shooter firstperson modern
Tom Clancy's Ghost Recon,action shooter shooter firstperson tactical modern modern
Conquest: Frontier Wars,strategy general general
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",adventure general pointandclick
Jet Force Gemini,action shooter thirdperson scifi
Star Ocean: The Second Story,roleplaying consolestyle rpg
Sid Meier's Pirates!,strategy general
Tyranny,roleplaying westernstyle
Gitaroo Man Lives!,action miscellaneous rhythm music music
Football Manager 2017,sports team soccer management
Super Time Force,action platformer shooter 2d scrolling shootemup vertical
King's Quest Chapter 3: Once Upon a Climb,adventure general
Life is Strange: Episode 5 - Polarized,action adventure general
Westerado: Double Barreled,action general
Anomaly: Warzone Earth,strategy realtime general scifi general
Assassin's Creed: Revelations,action adventure historic historic openworld
Tiger Woods PGA Tour 06,sports traditional individual golf sim sim
Age of Empires: The Age of Kings,strategy turnbased historic general historic
Madden NFL 07,sports traditional team football sim sim
NBA 2K18,arcade sports team basketball sim
Volume,action action adventure platformer linear 3d
GRID 2,driving racing simulation gt  street gt  street automobile
The Evil Within 2,action adventure survival
Mighty Switch Force! Hyper Drive Edition,action platformer platformer 2d 2d
FIFA 07 Soccer,sports traditional team soccer sim sim
Metal Slug Anthology,miscellaneous compilation
"Snipperclips - Cut it out, together!",puzzle general
The Banner Saga,roleplaying general strategy turnbased tactics
WWE SmackDown vs. Raw 2010,action sports fighting fighting individual wrestling combat wrestling
Sam & Max Episode 202: Moai Better Blues,adventure general 3d pointandclick thirdperson
Final Fantasy Tactics A2: Grimoire of the Rift,strategy turnbased fantasy fantasy tactics
Pinball FX3: Bethesda Pinball,action pinball
Age of Wonders III - Eternal Lords,strategy turnbased general
Game of Thrones: Episode Three - The Sword in the Darkness,action adventure general pointandclick
Pro Evolution Soccer 2013,sports traditional team soccer sim sim
Red Dead Redemption: Liars and Cheats,action adventure historic general historic openworld
FIFA 07 Soccer,sports traditional soccer sim
Tiger Woods PGA Tour 10,sports traditional individual golf sim sim
Hot Shots Golf Fore!,sports traditional golf arcade
Assassin's Creed: Revelations,action adventure historic historic openworld
Osmos,miscellaneous puzzle puzzle general puzzle general
Hand of Fate 2,miscellaneous board  card game
Battlefield 4,action shooter shooter firstperson modern modern arcade
Disney Infinity 3.0 Edition,action adventure general
Eternal Sonata,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Dungeon Siege II,roleplaying action rpg action rpg
Street Fighter Alpha 3 MAX,action fighting fighting 2d 2d
Dead Island,action adventure horror horror survival
Sam & Max Episode 104: Abe Lincoln Must Die!,adventure general 3d pointandclick thirdperson
SSX On Tour,sports alternative snowboarding
BlazBlue: Chrono Phantasma Extend,action fighting 2d
Deus Ex: Invisible War,action adventure scifi scifi general
EyeToy: Play,miscellaneous general
The Sims: Makin' Magic,simulation miscellaneous virtual life virtual virtual life
The Mark of Kri,action beatemup
Broken Sword: The Shadow of the Templars,adventure general
Bomberman Online,strategy realtime fantasy
Project Justice,action fighting 3d
Uncharted: Golden Abyss,action adventure modern modern linear
Spider-Man 2,action adventure scifi
Pix the Cat,action general arcade
Yakuza Kiwami,action adventure openworld
Condemned 2: Bloodshot,action adventure horror horror survival
Far Cry 3: Blood Dragon,action shooter shooter firstperson modern modern arcade
Driver: San Francisco,driving racing missionbased arcade missionbased automobile
Sine Mora EX,action shooter shootemup horizontal
Flinthook,action platformer 2d
LEGO Star Wars: The Complete Saga,action general general
Tom Clancy's Splinter Cell: Double Agent,action adventure modern general modern
Medal of Honor: Pacific Assault,action shooter shooter firstperson historic historic arcade
Assassin's Creed: Revelations,action adventure historic historic openworld
N++: Ultimate Edition,action platformer 2d
"Guns, Gore & Cannoli 2",action shooter thirdperson arcade
Battle Brothers,strategy turnbased tactics
BoxBoxBoy!,puzzle action
Space Invaders Extreme,action shooter shooter static static shootemup vertical
LEGO The Lord of the Rings,action adventure adventure general fantasy general linear
Etrian Odyssey Untold: The Millennium Girl,roleplaying firstperson firstperson westernstyle
Metro: Last Light,action shooter shooter firstperson scifi scifi arcade
Wii Sports Resort,sports general general
Overcooked!,action simulation arcade virtual career
Dariusburst: Chronicle Saviours,action shooter shootemup horizontal
Dariusburst: Chronicle Saviours,action shooter shootemup horizontal
Grandia II Anniversary Edition,roleplaying japanesestyle
Assassin's Creed III,action adventure historic historic openworld
TMNT,action beatemup
Madden NFL 07,sports traditional team football sim sim
Outlast,horror action adventure horror survival
The Chronicles of Riddick: Assault on Dark Athena,action shooter shooter firstperson scifi scifi arcade
From Dust,strategy miscellaneous adventure general general general puzzle general
Hearts of Iron II: Doomsday,strategy realtime military general military
Dishonored: The Brigmore Witches,action adventure modern general modern
NBA Street Homecourt,sports traditional team basketball arcade arcade
Disgaea 4: A Promise Unforgotten,strategy turnbased fantasy fantasy tactics
Virginia,adventure 3d firstperson
Oxenfree,action adventure adventure general
Injustice: Gods Among Us - Ultimate Edition,action fighting fighting 2d 2d
Mutant Mudds,action platformer platformer 2d 2d
"Codename: Panzers, Phase Two",strategy realtime historic historic
Tokyo Mirage Sessions #FE,general fantasy roleplaying strategy turnbased japanesestyle general
Full Spectrum Warrior,strategy realtime military general military
The Council - Episode 1: The Mad Ones,adventure general
Duke Nukem 3D,action shooter shooter firstperson scifi scifi arcade
Mega Man Anniversary Collection,action platformer 2d
Pro Evolution Soccer 2008,sports traditional team soccer sim sim
Baten Kaitos: Eternal Wings and the Lost Ocean,roleplaying consolestyle rpg
The Banner Saga 1,strategy turnbased tactics
Tetris,miscellaneous puzzle puzzle puzzle stacking stacking
Gunman Clive 2,action platformer 2d
Renegade Ops,action general general shooter shootemup topdown
Darwinia+,strategy realtime scifi scifi general
The Darkness II,action shooter shooter firstperson scifi scifi arcade
Dragon Age: Origins - Awakening,roleplaying pcstyle rpg pcstyle rpg westernstyle
AI War: Fleet Command,strategy realtime scifi scifi general
Final Fantasy Crystal Chronicles,roleplaying action rpg
NFL Street,sports traditional football arcade
The King of Fighters EX2: Howling Blood,action fighting 2d
Freedom Fighters,action shooter shooter thirdperson tactical modern modern
Wakeboarding Unleashed Featuring Shaun Murray,sports alternative wakeboarding
NBA Live 2003,sports traditional team basketball sim sim
Colin McRae Rally 2.0,driving racing rally  offroad
Capcom vs. SNK,action fighting 2d
Starcraft 64,strategy realtime scifi
Final Fantasy Anthology,roleplaying consolestyle rpg
Luftrausers,general action general shooter shootemup topdown
The Elder Scrolls III: Tribunal,roleplaying firstperson firstperson westernstyle
Trials Fusion,driving racing arcade motorcycle automobile street street
Elite: Dangerous,scifi large spaceship large spaceship simulation space civilian
Pure,driving racing arcade arcade automobile
South Park: The Fractured But Whole,roleplaying general
IL-2 Sturmovik: Birds of Prey,simulation flight wwii wwii combat
God of War: Ascension,action adventure fantasy fantasy linear
Tiger Woods PGA Tour 07,sports traditional individual golf sim sim
Lumines Remastered,puzzle matching
Life is Strange: Episode 3 - Chaos Theory,action adventure general
